date_local,pm1.0_cf_1,pm2.5_cf_1,pm10.0_cf_1,pm2.5_aqi,pm10.0_aqi,aqi,sensor_index,sensor_name
2021-08-03 17:00:00,5.388,8.681000000000001,10.3155,36,10,36,27109,AQMD_NASA_248
2021-08-04 17:00:00,6.9625,11.4855,13.651,48,13,48,27109,AQMD_NASA_248
2021-08-05 17:00:00,7.314999999999999,12.296,14.4425,51,13,51,27109,AQMD_NASA_248
2021-08-06 17:00:00,12.056,25.3465,30.019,79,28,79,27109,AQMD_NASA_248
2021-08-07 17:00:00,11.068,21.89,25.0775,72,23,72,27109,AQMD_NASA_248
2021-08-08 17:00:00,10.217,19.383,21.7735,66,20,66,27109,AQMD_NASA_248
2021-08-09 17:00:00,7.5955,12.6375,13.9585,52,13,52,27109,AQMD_NASA_248
2021-08-10 17:00:00,4.936999999999999,8.3475,9.4005,35,9,35,27109,AQMD_NASA_248
2021-08-11 17:00:00,5.3765,9.0945,10.389,38,10,38,27109,AQMD_NASA_248
2021-08-12 17:00:00,2.724,4.8155,5.572,20,5,20,27109,AQMD_NASA_248
2021-08-13 17:00:00,4.606,8.2685,9.5755,34,9,34,27109,AQMD_NASA_248
2021-08-14 17:00:00,7.1195,13.0305,14.835,53,14,53,27109,AQMD_NASA_248
2021-08-15 17:00:00,6.011,10.7155,12.2205,45,11,45,27109,AQMD_NASA_248
2021-08-16 17:00:00,8.047,15.5605,17.8395,58,17,58,27109,AQMD_NASA_248
2021-08-17 17:00:00,6.49,12.732,14.515,52,13,52,27109,AQMD_NASA_248
2021-08-18 17:00:00,5.7935,10.75,12.0305,45,11,45,27109,AQMD_NASA_248
2021-08-19 17:00:00,3.3785,6.765000000000001,7.993499999999999,28,7,28,27109,AQMD_NASA_248
2021-08-20 17:00:00,4.425,8.642,10.0835,36,9,36,27109,AQMD_NASA_248
2021-08-21 17:00:00,8.17,15.1645,17.189500000000002,57,16,57,27109,AQMD_NASA_248
2021-08-22 17:00:00,11.517,23.107,26.4575,74,24,74,27109,AQMD_NASA_248
2021-08-23 17:00:00,13.315,27.0855,31.1005,83,29,83,27109,AQMD_NASA_248
